sentence,label,text_clean
The reductions will be implemented mainly in the course of the first half of 2009 .,neutral,reduction implement mainly course first half
"The repo rate will gradually reach 2 % at the end of 2010 , according to Nordea 's Economic Outlook .",neutral,repo rate gradually reach end accord nordea economic outlook
"The report profiles 158 companies including many key and niche players including major Nonwovens manufacturers such as Ahlstrom Corporation , Asahi Kasei Corporation , Buckeye Technologies , Inc. , EI .",neutral,report profile company include many key niche player include major nonwoven manufacturer ahlstrom corporation asahi kasei corporation buckeye technology inc ei
The report will be emailed within 2 business days of an order .,neutral,report email within business day order
"The RME from Telcontar enables the handset to calculate the best route and includes support for user-defined routes , feature navigability and multi-modal routing such as via foot and ferry .",neutral,rme telcontar enable handset calculate good route include support user define route feature navigability multi modal routing via foot ferry
The sale price was not disclosed .,neutral,sale price disclose
The sales price was not disclosed .,neutral,sale price disclose
"The second variant offers complete final finishing of any selected apartment with foreign high quality materials ( Finland , Denmark , Germany , France ) .",neutral,second variant offer complete final finish select apartment foreign high quality material finland denmark germany France
The secondary antenna can also be used for reception of the high power signal of the radar to calibrate the transmission channels of the radar . '',neutral,secondary antenna also use reception high power signal radar calibrate transmission channel radar
"The sellers include 40 shareholders , including Intellibis management , employees and other investors .",neutral,seller include shareholder include intellibis management employee investor
The sellers were EOSS Innovationsmanagement and a group of private individuals .,neutral,seller eoss innovationsmanagement group private individual
The sellers were the founders of the company .,neutral,seller founder company
